model,persona,item_id,scale,domain,facet,keyed,response_format,item_text,n_samples,sd,range,exact_agreement,mode_agreement,mean_score,is_default,is_likert,is_binary
Claude-Sonnet-4.6,ISFJ,ipip_043,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Feel others' emotions,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_044,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Am concerned about others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_045,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Tell the truth,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_046,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Am afraid that I will do the wrong thing,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_047,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Am always on the go,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_048,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Prefer to stick with things that I know,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_049,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Yell at people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_050,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Do more than what's expected of me,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_051,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Rarely overindulge,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_052,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Seek adventure,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_053,IPIP-NEO-120,Openness,O5 Intellect,-,likert_5,Avoid philosophical discussions,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_054,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Have a high opinion of myself,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_055,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Carry out my plans,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_056,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Become overwhelmed by events,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_057,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Have a lot of fun,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_058,IPIP-NEO-120,Openness,O6 Liberalism,+,likert_5,Believe that there is no absolute right or wrong,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_059,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Feel sympathy for those who are worse off than myself,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_060,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Make rash decisions,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_061,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Am easily disturbed,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_062,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Act comfortable with others,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_063,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Enjoy daydreaming,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_064,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust what people say,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_065,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Handle tasks smoothly,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_066,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my composure,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_067,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Enjoy parties,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_068,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Like music,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_069,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Obstruct others' plans,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_070,IPIP-NEO-120,Conscientiousness,C2 Orderliness,-,likert_5,Leave a mess in my room,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_071,IPIP-NEO-120,Neuroticism,N3 Depression,-,likert_5,Feel comfortable with myself,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_072,IPIP-NEO-120,Extraversion,E3 Assertiveness,-,likert_5,Wait for others to lead the way,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_073,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Enjoy thinking about things,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_074,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not interested in other people's problems,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_075,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,-,likert_5,Break rules,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_076,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Only feel comfortable with friends,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_077,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Do a lot in my spare time,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_078,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike changes,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_079,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Insult people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_080,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Set high standards for myself,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_081,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Am able to control my cravings,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_082,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Act wild and crazy,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_083,IPIP-NEO-120,Openness,O5 Intellect,-,likert_5,Am not interested in abstract ideas,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_084,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Boast about my virtues,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_085,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Get to work at once,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_086,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Can't make up my mind,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_087,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Look at the bright side of life,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_088,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Believe that we should be tough on crime,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_089,IPIP-NEO-120,Agreeableness,A6 Sympathy,-,likert_5,Am indifferent to the feelings of others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_090,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Jump into things without thinking,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_091,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Am stressed out,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_092,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Am skilled in handling social situations,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_093,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Like to get lost in thought,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_094,IPIP-NEO-120,Agreeableness,A1 Trust,-,likert_5,Distrust people,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_095,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Know how to get things done,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_096,IPIP-NEO-120,Neuroticism,N2 Anger,-,likert_5,Am not easily annoyed,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_097,IPIP-NEO-120,Extraversion,E2 Gregariousness,-,likert_5,Avoid crowds,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_098,IPIP-NEO-120,Openness,O2 Artistic Interests,-,likert_5,Do not like art,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_099,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Take advantage of others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_100,IPIP-NEO-120,Conscientiousness,C2 Orderliness,+,likert_5,Want everything to be 'just right',1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_101,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Feel desperate,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_102,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Am the life of the party,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_103,IPIP-NEO-120,Openness,O3 Emotionality,-,likert_5,Seldom get emotional,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_104,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not really interested in others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_105,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Behave properly,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_106,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Am afraid of many things,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_107,IPIP-NEO-120,Extraversion,E4 Activity Level,-,likert_5,Prefer to be alone,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_108,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike new foods,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_109,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Hold a grudge,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_110,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,-,likert_5,Do just enough work to get by,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_111,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Easily resist temptations,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_112,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Seek danger,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_113,IPIP-NEO-120,Openness,O5 Intellect,+,likert_5,Try to understand myself,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_114,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Think highly of myself,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_115,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Get chores done right away,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_116,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Feel that my life lacks direction,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_117,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Am always joking around,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_118,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Tend to vote for conservative political candidates,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_119,IPIP-NEO-120,Agreeableness,A6 Sympathy,-,likert_5,Am hard to understand,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,ipip_120,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,+,likert_5,Stick to my chosen path,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_001,SD3,Machiavellianism,,+,likert_5,It's not wise to tell your secrets.,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_002,SD3,Machiavellianism,,+,likert_5,I like to use clever manipulation to get my way.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_003,SD3,Machiavellianism,,+,likert_5,"Whatever it takes, you must get the important people on your side.",1,0.0,0.0,1.0,1.0,3.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_004,SD3,Machiavellianism,,+,likert_5,Avoid direct conflict with others because they may be useful in the future.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_005,SD3,Machiavellianism,,+,likert_5,It's wise to keep track of information that you can use against people later.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_006,SD3,Machiavellianism,,+,likert_5,You should wait for the right time to get back at people.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_007,SD3,Machiavellianism,,+,likert_5,There are things you should hide from other people because they don't need to know.,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_008,SD3,Machiavellianism,,+,likert_5,"Make sure your plans benefit you, not others.",1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_009,SD3,Machiavellianism,,+,likert_5,Most people can be manipulated.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_010,SD3,Narcissism,,+,likert_5,People see me as a natural leader.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_011,SD3,Narcissism,,-,likert_5,I hate being the center of attention.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_012,SD3,Narcissism,,+,likert_5,Many group activities tend to be dull without me.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_013,SD3,Narcissism,,+,likert_5,I know that I am special because everyone keeps telling me so.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_014,SD3,Narcissism,,+,likert_5,I like to get acquainted with important people.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_015,SD3,Narcissism,,-,likert_5,I feel embarrassed if someone compliments me.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_016,SD3,Narcissism,,+,likert_5,I have been compared to famous people.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_017,SD3,Narcissism,,-,likert_5,I am an average person.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_018,SD3,Narcissism,,+,likert_5,I insist on getting the respect I deserve.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_019,SD3,Psychopathy,,+,likert_5,I like to get revenge on authorities.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_020,SD3,Psychopathy,,-,likert_5,I avoid dangerous situations.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_021,SD3,Psychopathy,,+,likert_5,Payback needs to be quick and nasty.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_022,SD3,Psychopathy,,+,likert_5,People often say I'm out of control.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_023,SD3,Psychopathy,,+,likert_5,It's true that I can be mean to others.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_024,SD3,Psychopathy,,+,likert_5,People who mess with me always regret it.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_025,SD3,Psychopathy,,-,likert_5,I have never gotten into trouble with the law.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_026,SD3,Psychopathy,,+,likert_5,I enjoy having sex with people I hardly know.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,sd3_027,SD3,Psychopathy,,+,likert_5,I'll say anything to get what I want.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Claude-Sonnet-4.6,ISFJ,zkpq_001,ZKPQ-50-CC,Activity,,+,true_false,I do not like to waste time just sitting around and relaxing.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_002,ZKPQ-50-CC,Activity,,+,true_false,I lead a busier life than most people.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_003,ZKPQ-50-CC,Activity,,+,true_false,I like to be doing things all of the time.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_004,ZKPQ-50-CC,Activity,,-,true_false,I can enjoy myself just lying around and not doing anything active.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_005,ZKPQ-50-CC,Activity,,-,true_false,I do not feel the need to be doing things all of the time.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_006,ZKPQ-50-CC,Activity,,+,true_false,When on vacation I like to engage in active sports rather than just lie around.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_007,ZKPQ-50-CC,Activity,,+,true_false,I like to wear myself out with hard work or exercise.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_008,ZKPQ-50-CC,Activity,,+,true_false,I like to be active as soon as I wake up in the morning.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_009,ZKPQ-50-CC,Activity,,+,true_false,I like to keep busy all the time.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_010,ZKPQ-50-CC,Activity,,+,true_false,"When I do things, I do them with lots of energy.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_011,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,"When I get mad, I say ugly things.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_012,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,It's natural for me to curse when I am mad.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_013,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,I almost never feel like I would like to hit someone.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_014,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,"If someone offends me, I just try not to think about it.",1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_015,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,If people annoy me I do not hesitate to tell them so.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_016,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,When people disagree with me I cannot help getting into an argument with them.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_017,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I have a very strong temper.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_018,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,I can't help being a little rude to people I do not like.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_019,ZKPQ-50-CC,Aggression-Hostility,,-,true_false,I am always patient with others even when they are irritating.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_020,ZKPQ-50-CC,Aggression-Hostility,,+,true_false,"When people shout at me, I shout back.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_021,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I often do things on impulse.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_022,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I would like to take off on a trip with no preplanned or definite routes or timetables.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_023,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I enjoy getting into new situations where you can't predict how things will turn out.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_024,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I sometimes like to do things that are a little frightening.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_025,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I'll try anything once.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_026,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I would like the kind of life where one is on the move and travelling a lot, with lots of change and excitement.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_027,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I sometimes do ""crazy"" things just for fun.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_028,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I prefer friends who are excitingly unpredictable.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_029,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,I often get so carried away by new and exciting things and ideas that I never think of possible complications.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_030,ZKPQ-50-CC,Impulsive_Sensation_Seeking,,+,true_false,"I like ""wild"" uninhibited parties.",1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_031,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,My body often feels all tightened up for no apparent reason.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_032,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I frequently get emotionally upset.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_033,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I tend to be oversensitive and easily hurt by thoughtless remarks and actions of others.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_034,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I am easily frightened.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_035,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I sometimes feel panicky.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_036,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often feel unsure of myself.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_037,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often worry about things that other people think are unimportant.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Claude-Sonnet-4.6,ISFJ,zkpq_038,ZKPQ-50-CC,Neuroticism-Anxiety,,+,true_false,I often feel like crying sometimes without a reason.,1,0.0,0.0,1.0,1.0,0.0,False,False,True
